INDICATOR_SEQ,PARENT_SEQ,AGENCY_NAME,INDICATOR_NAME,DESCRIPTION,CATEGORY,FREQUENCY,DESIRED_CHANGE,INDICATOR_UNIT,DECIMAL_PLACES,PERIOD_YEAR,PERIOD_MONTH,YTD_TARGET,YTD_ACTUAL,MONTHLY_TARGET,MONTHLY_ACTUAL
100360,0,NYC Transit,Employee Lost Time and Restricted Duty Rate ,An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 100 employees.,Safety Indicators,M,D,-,2,2017,4,3.36,3.18,3.36,3.36
100360,0,NYC Transit,Employee Lost Time and Restricted Duty Rate ,An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 100 employees.,Safety Indicators,M,D,-,2,2017,5,3.36,3.23,3.36,3.42
100360,0,NYC Transit,Employee Lost Time and Restricted Duty Rate ,An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 100 employees.,Safety Indicators,M,D,-,2,2017,6,3.36,3.3,3.36,3.66
100360,0,NYC Transit,Employee Lost Time and Restricted Duty Rate ,An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 100 employees.,Safety Indicators,M,D,-,2,2017,7,3.36,3.26,3.36,3.03
100360,0,NYC Transit,Employee Lost Time and Restricted Duty Rate ,An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 100 employees.,Safety Indicators,M,D,-,2,2017,8,3.36,3.42,3.36,4.5
100360,0,NYC Transit,Employee Lost Time and Restricted Duty Rate ,An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 100 employees.,Safety Indicators,M,D,-,2,2017,9,3.36,3.4,3.36,3.24
100360,0,NYC Transit,Employee Lost Time and Restricted Duty Rate ,An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 100 employees.,Safety Indicators,M,D,-,2,2017,10,3.36,3.38,3.36,3.19
100360,0,NYC Transit,Employee Lost Time and Restricted Duty Rate ,An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 100 employees.,Safety Indicators,M,D,-,2,2017,11,3.36,3.37,3.36,3.33
100360,0,NYC Transit,Employee Lost Time and Restricted Duty Rate ,An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 100 employees.,Safety Indicators,M,D,-,2,2017,12,3.36,3.35,3.36,3.14
100360,0,NYC Transit,Employee Lost Time and Restricted Duty Rate ,An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 100 employees.,Safety Indicators,M,D,-,2,2018,1,3.39,3.51,3.39,3.51
100360,0,NYC Transit,Employee Lost Time and Restricted Duty Rate ,An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 100 employees.,Safety Indicators,M,D,-,2,2018,2,3.39,3,3.39,2.48
100360,0,NYC Transit,Employee Lost Time and Restricted Duty Rate ,An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 100 employees.,Safety Indicators,M,D,-,2,2018,3,3.39,3.21,3.39,3.65
100360,0,NYC Transit,Employee Lost Time and Restricted Duty Rate ,An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 100 employees.,Safety Indicators,M,D,-,2,2018,4,3.39,3.12,3.39,2.85
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2008,1,148244,148244,155000,148420
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2008,2,148476,148476,155000,140993
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2008,3,146941,146941,155000,144737
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2008,4,146277,146253,155000,157804
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2008,5,144999,142961,155000,133825
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2008,6,144987,141011,155000,133694
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2008,7,146516,139628,155000,124910
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2008,8,149567,138836,155000,117993
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2008,9,150155,136946,155000,127214
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2008,10,152392,137332,155000,138127
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2008,11,152365,136064,155000,140283
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2008,12,155000,134795,155000,121264
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2009,1,145000,133546,145000,132340
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2009,2,145000,133325,145000,138178
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2009,3,145000,133711,145000,150126
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2009,4,145000,133021,145000,147167
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2009,5,145000,136152,145000,185485
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2009,6,145000,138972,145000,175641
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2009,7,145000,139897,145000,134384
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2009,8,145000,139889,145000,118186
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2009,9,145000,142538,145000,159851
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2009,10,145000,145170,145000,173800
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2009,11,145000,148417,145000,189553
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2009,12,145000,153201,145000,171752
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2010,1,155000,157233,155000,179692
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2010,2,155000,160839,155000,186298
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2010,3,155000,165396,155000,213410
67816,0,NYC Transit,Mean Distance Between Failures - Subways,Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes ,Service Indicators,M,U,-,0,2010,4,155000,170182,155000,210439
